Texto,Data,Redes Sociais,sentimento
"Celebrando tradições: Barreiras apresenta a primeira edição do ‘São João do Povo Por Osmar RibeiroBarreiras está se preparando para receber a 1ª edição da festa junina: São João do Povo [...] Quentão, pamonha, canjica, pé de moleque e outras delícias típicas estarão disponíveis para saciar os paladares mais exigentes",2023-06-21 03:50 AM,paulodesouza.digital,Neutral
"O acidente ocorreu na noite desta terça-feira (20) em um trecho da BA-160, entre Xique-Xique e Barra, no Oeste baiano.  A vítima foi identificada como Marciel Borges Moreira que seguia para Barra, onde participaria de uma festa junina, informou o G1",2023-06-21 03:49 AM,bahianaweb.com.br,Neutral
"público superior a 50 mil pessoas, a abertura do São João de Natal lotou o largo do Arena das Dunas, na terça-feira (20), e mostrou que a cidade tem, sim, uma grande festa junina que prossegue durante toda esta semana com grandes atrações nacionais e o diferencial do Camarote Natal como opção para o público.E com um show que durou quase duas hor",2023-06-21 03:47 AM,tribunadenoticias.com.br,Positive
Não chegue de mãos abanando na festa junina desse ano!,2023-06-21 03:44 AM,youtube.com,Neutral
"No cardápio, pamonha, canjica, curau, chica doida, pipoca, cachorro quente, creme de milho, tortas, empadão, galinhada, arroz carreteiro, escondidinho, macarrão, doces variados, bolos, panqueca e caldo.",2023-06-21 03:44 AM,extranewsgo.com.br,Neutral
Unidade do governo de Goiás terá um dia inteiro de atividades para os pacientes e colaboradores “Olha a chuva! Mas é mentira!”. O Centro Estadual de Reabilitação e Readaptação […],2023-06-21 03:44 AM,extranewsgo.com.br,Neutral
"pediátricos do HR participam de festa junina com os Doutores da Alegria Além deles, um grupo de voluntários também trouxe arrasta-pé para o hospital, no último domingo A calmaria no corredor do 4º andar do Hospital da Restauração (HR) Paulo Guerra, no Recife, foi interrompida, na manhã desta quarta-feira (21/06), pelo som da sanfona e [...] [...]",2023-06-21 03:44 AM,blogdoedney.com.br,Neutral
"*Mirella Braga São João é uma das festas mais tradicionais do Brasil, sobretudo na região Nordeste de nosso país. Celebrada no dia 24 de junho, é marcada por comidas […]",2023-06-21 03:42 AM,palavradigital.wordpress.com,Neutral
"O acidente ocorreu na noite desta terça-feira (20) em um trecho da BA-160, entre Xique-... [...] A vítima foi identificada como Marciel Borges Moreira que seguia para Barra, onde participaria de uma festa junina, informou o G1. O animal também foi a óbito",2023-06-21 03:41 AM,itarantimagora.blogspot.com,Neutral
#saojoao #penteados #tranças #patynordeste #festajunina,2023-06-21 03:36 AM,tiktok.com,Neutral
"OLÁ! VOCÊS SÃO OS MELHORES INSCRITOS! Inscreva-se no canal, é de GRAÇA! Ah, e não esquece de deixar o like, ativar ...",2023-06-21 03:33 AM,youtube.com,Positive
"[...] será os idosos, construíram um grande livro de receitas de deliciosas comidas típicas e regionais tais como;Bolo de milho, bolo de macaxeira, mungunzá, canjica, pamonha e o amarelinho  o famoso cuscuz nordestino. O Centro Comunitário de Assistência Social da Legião da Boa Vontade no Recife está localizado na Rua dos Coelhos, [...]",2023-06-21 03:31 AM,coisasdavida.net.br,Positive
"[...] derivadas do milho e apresentação de danças culturais como a ciranda e o xaxado.Os protagonistas dessa grande festa será os idosos, construíram um grande livro de receitas de deliciosas comidas típicas e regionais tais como;Bolo de milho, bolo de macaxeira, mungunzá, canjica, pamonha e o amarelinho  o famoso cuscuz nordestino [...]",2023-06-21 03:29 AM,claudioandreopoeta.com.br,Positive
Video can be found here,2023-06-21 03:26 AM,youtube.com,Positive
"Com origem em antigas festas pagãs da Europa, festividades foram absorvidas pela Igreja Católica e se tornaram símbolo de tradições brasileiras de norte a sul B Bolo de milho, paçoca, pamonha, amendoim, pinhão, quentão [...] Depois, acabou se tornando Festa Junina, em referência ao mês em que é realizada [...] Tradição com relevância cultural Come",2023-06-21 03:23 AM,blogjornaldamulher.blogspot.com,Neutral
"‘PADRE DE FESTA JUNINA APARECEU’ Em pleno mês de junho, Padre Kelmon fez uma aparição surpresa na sessão da CPI do MST desta terça-feira (20/6). ‘O padre de festa junina apareceu logo em junho’, ironizaram os governistas. https://www.em.com.br/app/noticia/politica/2023/06/21/interna_politica,1510228/padre-kelmon-vai-a-cpi-do-mst-e-e-ironizado-pa",2023-06-21 03:20 AM,twitter.com,Neutral
Marque alguém que come pouco nas festas juninas.🤣🔥🔥🌽🌽🍿🍿 #sao #joao #festa #junina #comida #milho #canjica #pamonha #paçoca #pipoca #quadrilha #desenho #meme #engraçado,2023-06-21 03:13 AM,tiktok.com,Neutral
"... [...] No inverno, ainda há uma edição especial, que ocorre durante os meses de junho e julho, nas praças Osório e Santos Andrade, com comidas típicas da estação, como pinhão, quentão e milho verde, roupas e artesanato [...] Aos domingos também vale ...",2023-06-21 03:12 AM,busaocuritiba.com,Neutral
Alôô galera do São João! A festa começa hoje e aqui vão duas dicas de como usar a camisa xadrez e ficar ainda mais estilosa ...,2023-06-21 03:09 AM,youtube.com,Positive
Video can be found here,2023-06-21 03:08 AM,youtube.com,Neutral
"As marcas desenvolveram opções para os dias mais frios, com itens como um cuscuz, um bolo gelado de coco e o Quentão Pilão, feito com a cachaça Busca Vida [...] O Quentão […] O post Cachaça Busca Vida está na Casa Pilão apareceu primeiro em Gastronominho.",2023-06-21 03:07 AM,gastronominho.com.br,Neutral
"Essa é, ... [...] Além de usar o alimento em receitas juninas como pamonha e curau, o creme de milho também é uma ótima opção para incluí-lo no almoço. A seguir, confira o modo de preparo dessa receita caseira deliciosa que vai conquistar a todos",2023-06-21 03:06 AM,davidgomesbalancas.wordpress.com,Positive
"Que tal um creme de milho com bacon para o almoço de hoje? Essa é uma receita tradicional rápida, fácil e deliciosa, que não deixa a desejar para […]",2023-06-21 03:06 AM,davidgomesbalancas.wordpress.com,Positive
MINGAU de milho verde usei 3 espigas de milho 800ml de leite integral 1/2 xícaras de açúcar 3 pau de canela 1 pitada de sal ...,2023-06-21 03:00 AM,youtube.com,Neutral
Era tão bom 🥹🥹🥹 #meme #viral #festajunina #fogueiradesaojoao #foryou,2023-06-21 03:00 AM,tiktok.com,Positive
"Oi pessoal, tudo bem? Hoje ensino vocês a fazer um lindo balão simples e rápido para decoração das festas juninas em E.V.A ...",2023-06-21 03:00 AM,youtube.com,Positive
"TRUFAS DE ARROZ DOCE, QUENTÃO E PAÇOCA - ARRAIÁ DA CACAU SHOW Hoje iremos provar as novidades da Cacau ...",2023-06-21 03:00 AM,youtube.com,Neutral
"São João de Petrolina já começou e é impossível falar da festa mais tradicional do Nordeste sem lembrar das comidas típicas e maravilhosas do período. A culinária à base de milho é uma tradição dos festejos juninos. Pamonha, canjica, mugunzá, estão ...",2023-06-21 03:00 AM,ricardobanana.com.br,Positive
XIAOMI QUEDA DE PREÇOS! PROMOÇÃO FESTA JUNINA - AM ELETRÔNICOS SANTA EFIGÊNIA Entre em contato agora ...,2023-06-21 03:00 AM,youtube.com,Neutral
VAI 00:00 RAPARIGA INDEPENDENTE 03:23 AMERICANA NA VAQUEJADA 06:00 CÊ TEM MEU WHATZAP 09:00 NÃO DIGITA ...,2023-06-21 03:00 AM,youtube.com,Negative
"Setor alimentício tem maior impacto positivo na temporada A Fecomércio MG realizou uma pesquisa sobre a expectativa dos empresários do comércio varejista de gêneros alimentícios para as comemorações de Festa Junina 2023, entrevistando 383 empresas do segmento em todo o Estado de Minas Gerais",2023-06-21 03:00 AM,portalmpa.com.br,Neutral
"Foi um festa espetacular, linda em todos os sentidos, com apresentações juninas desde do Alunos  do maternal ao 5° ano Fundamental, muita animação, comida boa e como qualquer festa Junina que se preza não poderia faltar o Rei e Rainha do Milho",2023-06-21 03:00 AM,bahiaexpresso.com.br,Positive
"A Festa Junina já é emblemática nas vitrines da Gelato Boutique da chef Márcia Garbin. Até o dia dois de julho, os sabores juninos serão as apostas e novidades para os clientes [...] Confira abaixo os novos sabores para o Arraiá na Gelato Boutique: -...",2023-06-21 03:00 AM,ederepente50.com,Neutral
Video can be found here,2023-06-21 02:59 AM,youtube.com,Neutral
"Separe 6 a 8 palhas mais bonitas, lave ... [...] 4. Agora é só bater no liquidificador todos os ingredientes da massa deste bolo de pamonha caseiro, exceto o fermento. Bata no liquidificador o milho, o óleo, o leite de coco, os ovos, o açúcar e o sal. 5.",2023-06-21 02:59 AM,tudoreceitas.com,Neutral
"Cachorro-quente Frei Tuck - foto Aline Feliz/divulgação A animação contagiante de festa junina toma conta do Frei Tuck Bar, no Alto da XV, neste sábado (24/6), com direito ao retorno de uma promoção de sucesso na casa [...] Terá ainda decoração típica, quentão, distribuição de pipoca como cortesia e música sertaneja com a dupla Bruno & Monzani",2023-06-21 02:57 AM,bemparana.com.br,Positive
"A grande “Festa Junina do Mulheres” celebrou o mês de junho com a sua tradicional festa caipira [...] Teve cuscuz paulista, cachorro-quente e salsicha no espeto, doces típicos como batata doce, abóbora, maçã do amor, pipoca, paçoca, curau de milho, bolo de milho, pipoca, salgadinho arroz doce e canjica",2023-06-21 02:55 AM,noplaynews.com.br,Neutral
Slm Modas ... As melhores opções estão aqui :-) Confira nosso Instagram : @slmsuperlindamodas.,2023-06-21 02:53 AM,youtube.com,Positive
5 receitas de festa junina que dá pra fazer na Air Fryer https://revistaalternativa.com.br/5-receitas-de-festa-junina-que-da-pra-fazer-na-air-fryer/ https://t.co/o6iK0QCexD,2023-06-21 02:52 AM,twitter.com,Neutral
"LEIA MAIS: Elenco de ‘Vai na Fé’ organiza festa junina e capricham nas fantasias “Arrasa”, “A fadinha”, “Ela é totalmente demais”, “Linda demais”, “Gatona”, “Meu eterno amor”, “Deusa”, “Maravilhosa”, “Canta muito, linda D+, simplesmente maravilhosa”, dispararam",2023-06-21 02:51 AM,otempo.com.br,Positive
Video can be found here,2023-06-21 02:50 AM,youtube.com,Positive
"... [...] Afinal, comprar em brechós é uma forma sustentável e econômica que cabe em todos os bolsos! Não dá pra ficar de fora, chama todo mundo e vêm! Brechós + artesanato + tatuagem + piercing + sebo + chopp gelado e quentão [...] 25/06, domingo Das 09:00...",2023-06-21 02:50 AM,xvcuritiba.com.br,Positive
todo o preparo da receita de “Bolo podre\ no vídeo abaixo: É do Pará - Hora da Broca - Bolo Podre - TV Liberal Aniversário Brasileira Doces e Sobremesas Doces e Sobremesas Bolo de Tapioca Festa Junina Gelado e Congelado Paraense Reunião com amigos Reunião em família É do Pará [...],2023-06-21 02:49 AM,receitas.globo.com,Neutral
Video can be found here,2023-06-21 02:48 AM,youtube.com,Positive
"Durante as festividades, você terá a oportunidade de se deliciar com quitutes irresistíveis, como canjica, pamonha, milho assado e muito mais [...] celebrar juntos! Tags para São João User Forneça 30 #tags para comemorar e curtir o São João e festas juninas ChatGPT Claro! Aqui estão 30 hashtags relacionadas ao São João e às festas juninas: #SãoJ...",2023-06-21 02:47 AM,tiktok.com,Neutral
Video can be found here,2023-06-21 02:47 AM,youtube.com,Positive
"Uma feira com temperos, legumes em conserva, mel, doces caseiros, pães integrais, bolos, pamonha. Tudo produzido pela agricultura familiar.",2023-06-21 02:46 AM,sagresonline.com.br,Neutral
@rede_marco @LulaOficial Já querendo apoio do agro pra fazer a festa junina dele,2023-06-21 02:44 AM,twitter.com,Neutral
... [...] Arraiá do Afeto O asilo dos Idosos de Vitória está no clima de festa junina e vai realizar na próxima sexta-feira (23) o Arraiá do Afeto para proporcionar um momento de descontração e interação para os residentes [...] O som da festa ficará por ...,2023-06-21 02:44 AM,eshoje.com.br,Neutral
"Às 12h, tem o Arraiá da Manacá na Casa da Criança de mesmo nome (Rua São Vito, 1285, São Luís), e a Festa Junina do CIEP Prof [...] Às 18h, começa o Arraiá de São João no CIEP Profª Oniva de Moura Brizola (Rua Ari Barroso, 105, Zanaga), com brincadeiras, churrasco, quentão e vinho quente, bingo, danças dos alunos e outras atrações",2023-06-21 02:39 AM,portaldeamericana.com,Neutral
"CURTA NOSSA FANPAGE: https://www.facebook.com/Paddock-Brasil    Foi com uma grande festa junina no Kartódromo de Interlagos (SP/SP), com brincadeiras, quadrilhas, casamento caipira, e ainda regada com muitos doces típicos da ocasião, que o SM Kart Competition realizou a quinta etapa de seu campeonato, reunindo 300 pilotos em 19 provas, em dois di",2023-06-21 02:38 AM,paddock-brasil.blogspot.com,Positive
Video can be found here,2023-06-21 02:37 AM,youtube.com,Neutral
"... [...] A festa junina promovida pela gestão do prefeito Corró (PP) promete ser um verdadeiro São João “arretado de bom”. Com uma equipe dedicada, a prefeitura tem se esforçado para trazer diversão e entretenimento de qualidade para toda a comunidade",2023-06-21 02:34 AM,jornaldachapada.com.br,Positive
... [...] Marciel Moreira trabalhava como comerciante na cidade de Xique-Xique e estava a caminho de uma festa junina no município de Barra [...] O Departamento de Polícia Técnica (DPT) esteve no local por volta das 21h para recolher o corpo que foi encaminhado ...,2023-06-21 02:33 AM,interiordabahia.com.br,Neutral
"Ele será atração da maior festa junina do Nordeste. [...] Ele será atração da maior festa junina do Nordeste. [...] O evento  O São João de Caruaru, é uma festa junina e regional a céu aberto, sediada no município de Caruaru, em Pernambuco.",2023-06-21 02:32 AM,carvalhonews.com.br,Neutral
"Modo de preparo. Em uma panela grande, leve ao fogo médio o açúcar, as cascas de laranja e de limão, a maçã, o gengibre, o cravo e a canela até formar uma calda cor de caramelo. Despeje a ...",2023-06-21 02:31 AM,terra.com.br,Neutral
Marciel Moreira trabalhava como comerciante na cidade de Xique-Xique e estava a caminho de uma festa junina no município de Barra.  O Departamento de Polícia Técnica (DPT) esteve no local por volta das 21h para recolher o corpo que foi encaminhado para o Instituto Médico Legal (IML) de Irecê.,2023-06-21 02:31 AM,benicomunicacao.blogspot.com,Neutral
"Convidamos a todos para ... [...] O São João de Juremal começou no último final de semana com a banda Stylo.com, Dudu Almeida, Tom Bahia e Rafinha. O post Juazeiro recebe festa junina no distrito de Juremal apareceu primeiro em Jornal Grande Bahia (JGB).",2023-06-21 02:30 AM,jornalgrandebahia.com.br,Neutral
taysreis #pietra #taelfamily #biel #viralvideo #youtubevideo @biel @TaysReisOficial @taelfamily TAYS REIS faz questão de ...,2023-06-21 02:30 AM,youtube.com,Neutral
Mais uma receita extremamente fácil de preparar e saborosa para sua festa junina.,2023-06-21 02:25 AM,youtube.com,Positive
Pamonha é um prato brasileiro de origem na culinária indígena. A receita é típica da época das festas juninas. Outra refeição tradicional desse período é o bolo de macaxeira.,2023-06-21 02:25 AM,diariodonordeste.verdesmares.com.br,Neutral
"O negócio tá tão sério, que o nosso Comandante @xandaviao só está fazendo três coisas. Por sinal, três coisas que ele ama ...",2023-06-21 02:23 AM,youtube.com,Negative
"Na capital, a equipe de fiscalização passou pela Quermesse do Calvário na última sexta-feira (16/06), realizada pela Paróquia São Paulo da Cruz (Igreja do Calvário), em Pinheiros, e, também, pela festa junina do Memorial da América Latina, na Barra Funda",2023-06-21 02:22 AM,folhanoroeste.blogspot.com,Neutral
Video can be found here,2023-06-21 02:21 AM,youtube.com,Negative
#fy #saojoao #capitalbaianadoforro #respeitaapolicia #respeitaapolícia,2023-06-21 02:16 AM,tiktok.com,Neutral
"Muita festa no Mirim em São Vicente Férrer. O prefeito Marcone Santos, prestigiou o evento com deputado estadual Antonio Moraes (PP-PE), vice-prefeito e vereadores. A verdadeira demonstração de São João de verdade. Parabéns a todos os envolvidos e a comunidade pela receptividade com todos, comentou o prefeito.",2023-06-21 02:16 AM,blog.djalmalopes.com,Positive
"Os dias já estão gelados, mas o inverno de fato começa nesta quarta-feira (21). Os bares e restaurantes da cidade estão preparados para a estação mais fria do ano, com pratos e bebidas quentes. Nesse sentido, para quem for visitar o Shopping ...",2023-06-21 02:12 AM,hojepr.com,Neutral
"... [...] Localizado no Espaço Cultural, o Centro Integrado de Monitoramento e Gestão de Eventos (CIMGE) continua sendo um case de sucesso com grande destaque na festa junina, a estrutura faz parte do Centro de Operações Integradas (COI) [...] O CIMGE funciona ...",2023-06-21 02:08 AM,blogdonielson.com.br,Positive
"3 Formas de usar sua camisa xadrez, nesse São João [...] Trouxe 3 inspirações para vocês usarem com sua camisa xadrez, peça clássica que não pode faltar nessa época do ano [...] Me conta aqui, qual forma você gostou mais? #dica #saojoao #inspiration #camisaxadrez #xadrez #l #melody #naldo",2023-06-21 02:08 AM,tiktok.com,Neutral
Video can be found here,2023-06-21 02:07 AM,youtube.com,Neutral
... [...] Eles têm contado com doações de pessoas ... Sinalizar como irrelevante 41ª Festa Junina de Jandira arrecada mais de 12 toneladas de alimentos - L10 NOTÍCIAS L10 notícias DS JARDINAGEM E PAISAGISMO. Da redação: Foto: Divulgação [...] Ver próximo ...,2023-06-21 02:06 AM,medconst.blogspot.com,Neutral
"Veja mais detalhes sobre os pratos juninos, na reportagem de Netto Motta. TV Pajuçara - Record TV Acesse: http://tnh1.com.br.",2023-06-21 02:04 AM,youtube.com,Neutral
"Sinalizar como irrelevante Biblioteca Municipal de Hortolândia recebe decoração junina - Prefeitura de Hortolandia Prefeitura de Hortolandia A Biblioteca Municipal Terezinha França de Mendonça Duarte entra no clima de festa junina [...] Se você está planejando uma festa junina, ou apenas quer decorar sua casa e seu .. [...] [...] no Amapá - Anúncio",2023-06-21 02:01 AM,medconst.blogspot.com,Neutral
OLÁ MEUS AMIGOS...TUDO BEM? SOU VANIA BRITO E HOJE TRAGO ESSA RECEITA DELICIOSA QUE VOCÊ FAZ COM TRÊS ...,2023-06-21 02:00 AM,youtube.com,Positive
#saojoao,2023-06-21 01:51 AM,tiktok.com,Neutral
Video can be found here,2023-06-21 01:51 AM,youtube.com,Neutral
"O Maior São João do Mundo chega ao seu ápice neste final de semana com a véspera e o feriado de São João, tão aguardado pelos forrozeiros, que vivem a experiência da maior festa junina do país e do mundo [...] E a programação da Pirâmide e do ...",2023-06-21 01:51 AM,dercio.com.br,Neutral
"[...] Paulo, junho 2023 — Preparados para um arraiá cheio de comida típicas e música ao vivo? No próximo sábado, 24 de junho, o Shopping Prado Boulevard, localizado em Campinas, realizará a festa junina em parceria com a Associação dos Amigos do Bairro Parque Prado (AABPP), que será responsável pelas atrações [...] [...] “Assim como nossos cli",2023-06-21 01:51 AM,portaldotrabalhador.com.br,Neutral
"... [...] Em algumas unidades de ensino, por exemplo, é comum a atribuição de notas para os alunos que participam da festa junina [...] Mas, afinal, as escolas devem orientar aos estudantes que participem dessas festividades? Como se deve discutir a participação ...",2023-06-21 01:50 AM,podcasters.spotify.com,Neutral
Video can be found here,2023-06-21 01:49 AM,youtube.com,Positive
Sao Joao - O'luv Rodriguez (Viva Sao Joao) | Drums#shorts #saojoao #sãojoão2023 #vivasaojoao #oluvgoa.,2023-06-21 01:48 AM,youtube.com,Neutral
"QUENTÃO DE MORANGO Prepare-se para aquecer seu coração e seu paladar com uma bebida típica cheia de sabor e tradição, ...",2023-06-21 01:48 AM,youtube.com,Neutral
"[...] (chá) de açúcar refinado ou 90 gramas 1 colher (chá) rasa de fermento em pó ou 5 gramas Açúcar demerara para passar o pé de moça Modo de Preparo Acompanhe no vídeo abaixo o modo de preparo com a Isamara Amâncio, deste doce delicioso para festa junina, pé de moça [...]",2023-06-21 01:46 AM,meucadernodereceitas.xyz,Positive
A tradicional festa junina começa nesta quinta-feira (22) e vai até domingo (25).,2023-06-21 01:46 AM,osudeste.com.br,Neutral
be/OP6CBhg3KXk Quentão de Cachaça: https://youtu.,2023-06-21 01:45 AM,youtube.com,Neutral
"Com origem em antigas festas pagãs da Europa, festividades foram absorvidas pela Igreja Católica e se tornaram símbolo de tradições brasileiras de norte a sul B Bolo de milho, paçoca, pamonha, amendoim, pinhão, quentão [...] Depois, acabou se tornando Festa Junina, em referência ao mês em que é realizada [...] Tradição com relevância cultural Come",2023-06-21 01:43 AM,ginganoticias.com.br,Neutral
Veja o perigo #saude #bemestar #festajunina,2023-06-21 01:43 AM,tiktok.com,Neutral
"Com origem em antigas festas pagãs da Europa, festividades foram absorvidas pela Igreja Católica e se tornaram símbolo de tradições brasileiras de norte a sul  Bolo de milho, paçoca, pamonha, amendoim, pinhão, quentão [...] Depois, acabou se tornando Festa Junina, em referência ao mês em que é realizada [...] Tradição com relevância cultural Comem",2023-06-21 01:42 AM,blogacritica.blogspot.com,Neutral
Video can be found here,2023-06-21 01:40 AM,youtube.com,Neutral
"O milho verde para fazer a canjica e a pamonha do São João está garantido para mais de 9.300 famílias que moram nos residenciais construídos pelo Programa Habitacional do Município [...] A iniciativa é da Prefeitura de João Pessoa, através de uma ...",2023-06-21 01:40 AM,dercio.com.br,Neutral
"[...] Paulo, junho 2023 — Preparados para um arraiá cheio de comida típicas e música ao vivo? No próximo sábado, 24 de junho, o Shopping Prado Boulevard, localizado em Campinas, realizará a festa junina em parceria com a Associação dos Amigos do Bairro Parque Prado (AABPP), que será responsável pelas atrações [...] [...] “Assim como nossos cli",2023-06-21 01:40 AM,issoesaopaulo.com.br,Neutral
"A Festa Junina une cores e sabores da nossa cultura [...] Afinal, quem não adora as comidas típicas e o clima quadriculado que toma conta das ruas e das casas dos brasileiros? Pensando em ajudar a você a economizar, o Supermercados Mundial reuniu dicas e ofertas para quem quer montar uma festa junina em casa [...] Lembre-se sempre de que planeja...",2023-06-21 01:38 AM,cervanacaneca.blogspot.com,Neutral
"Sem deixar a tradição de lado durante a festa junina, experimente o arroz doce do Divino Fogão, uma sobremesa de dar água na boca [...] O post Em clima de Festa Junina receita de Arroz Doce apareceu primeiro em Jefferson de Almeida.",2023-06-21 01:35 AM,jeffersondealmeida.com.br,Neutral
"Com o objetivo de auxiliar os consumidores da capital a comprarem, de forma segura e consciente, itens tem�ticos para as festas juninas, o Procon Municipal de Florianópolis divulgou nesta ter�a-feira, 20, uma pesquisa de pre�os. Na busca pelos ...",2023-06-21 01:35 AM,portalnortedailha.com.br,Neutral
"[...] Been Tap House, localizada no bairro da Vila Mariana, zona centro-sul da cidade de São Paulo, anunciou a edição junina do Samba do Holandês, evento que irá celebrar um dos gêneros musicais mais icônicos do Brasil com uma pitada de uma das comemorações mais celebradas no país: a festa junina [...]",2023-06-21 01:34 AM,oblogueirooficial.com,Neutral
Video can be found here,2023-06-21 01:33 AM,youtube.com,Neutral
"Pesquisa de preços foi feita em seis supermercados da cidade Pesquisa realizada pelo Procon de Sarandi na segunda-feira, 19, em seis supermercados da cidade, constatou variação de até 124% nos preços produtos para festa junina [...] (PMS) Foto: PMS O post Procon de Sarandi aponta diferença de até 124% no preço de produtos de festa junina aparece",2023-06-21 01:32 AM,angelorigon.com.br,Neutral
"Bolo de milho, paçoca, pamonha, amendoim, pinhão, quentão. Todos os anos, em junho e julho, o Brasil é tomado por essas e outras guloseimas típicas das festas juninas. Com origem nas",2023-06-21 01:32 AM,progresso.com.br,Neutral
"Arroz doce é muito do sudeste, aqui é raro eu ver. Mas minha lista é: 1- milho cozido 2- bolo de milho com coco 3-canjica 4-milho assado 5-pamonha 6-mungunzá",2023-06-21 01:32 AM,twitter.com,Neutral
Video can be found here,2023-06-21 01:31 AM,youtube.com,Positive
Video can be found here,2023-06-21 01:29 AM,youtube.com,Neutral
Video can be found here,2023-06-21 01:29 AM,youtube.com,Neutral
\curta a festa junina sem neura\ o que a pessoa sugere que eu coma: uma espiga de milho,2023-06-21 01:29 AM,twitter.com,Neutral
Video can be found here,2023-06-21 01:28 AM,youtube.com,Positive
"... [...] Diante desse clima, a população pode se aquecer celebrando as festas juninas, com muito arrasta-pé e quentão [...] O post Conquista: Inverno chega com tudo em Conquista, com previsão de até 11º apareceu primeiro em Blog do Sena - Vitória da Conquista- ...",2023-06-21 01:28 AM,blogdosena.com.br,Neutral
"Ação, que dura 90 minutos, visa levantar autoestima de pacientes, acompanhantes, familiares e colaboradores Rio - Conhecido pelo trabalho social que faz em unidades de saúde, o grupo Doutores da Alegria promoverá um “cortejo junino” nesta quinta-...",2023-06-21 01:27 AM,meiahora.com.br,Neutral
"brigadeiro #donadecasa #organização #vlog Olá pessoal sou a Deisili , sirvo a Deus , sou mãe e esposa e amo cozinhar , neste ...",2023-06-21 01:26 AM,youtube.com,Positive
"... [...] Na Escola Municipal Veríssima D’arc dos Santos, a festa junina será encerrada com o show do jovem, Renato Andrade – artista da cidade [...] Já na Erem Solidônio Pereira de Carvalho, o evento vai ser finalizado ao som de Igor Cantor – talento também ...",2023-06-21 01:25 AM,aryelaquino.com.br,Neutral
Video can be found here,2023-06-21 01:21 AM,youtube.com,Neutral
"Tinha uma mesa com comidinhas de festa junina na minha academia hj. [...] eu sai do cardio e comi: 1 copinho (aquele de café) de canjica, 1 pedaço de bolo de milho e outro de canela… tentei me controlar ao max, mas agr me sinto culpada e n paro de pensar ...",2023-06-21 01:20 AM,twitter.com,Neutral
Uma professora adaptou um vestido de festa junina para garantir que a aluna com deficiência e mobilidade reduzida pudesse dançar e participar das brincadeiras [...] “Parabéns @nilaarnaud são profissionais como VOCÊ que transformam de fato o nosso mundo muitas bênçãos em sua vida.” Fonte: Só Notícia Boa The post Professora adapta vestido de fest,2023-06-21 01:18 AM,ipiracity.com,Positive
"... [...] A programação da festa junina prossegue durante toda esta semana com grandes atrações nacionais, que são abertas ao público e trazem também o diferencial do Camarote Natal como opção [...] E com um show que durou quase duas horas, a dupla Bruno & ...",2023-06-21 01:17 AM,matheusperes.com,Neutral
"Festa Junina aquece as vendas do varejo! Segundo estudo da Neogrid, é esperada uma maior ruptura de alimentos da época, como paçoca, maçã e milho devido a alta demanda.",2023-06-21 01:16 AM,twitter.com,Neutral
"Tenho preconceito com arroz doce. Não lembro de festa junina com arroz doce. Ele me lembra Cosme e Damião. Eu amo comida de e com milho. Amo canjica, pamonha, milho verde, mungunzá, amo tudo com mi.",2023-06-21 01:12 AM,twitter.com,Positive
"Com entrada gratuita, feira contará com barraquinhas de hortifruti, gastronomia e artesanato A primeira Feira dos Produtores da Agricultura Familiar de Aparecida (Fepagri) será realizada neste domingo, 25 de […]",2023-06-21 01:11 AM,extranewsgo.com.br,Neutral
"Seja Bem-Vindo! Inscreva-se no canal, deixe o seu like, comentário e ative o sininho de notificações (para ser notificado quando ...",2023-06-21 01:11 AM,youtube.com,Neutral
"Descubra a origem da festa junina, uma das maiores tradições do Brasil, saiba por que ela é católica e conheça os santos dessas festividades [...] Sem dúvida, a festa junina é uma das tradições mais queridas e populares do Brasil [...] Repleta de danças animadas, comidas típicas e uma atmosfera festiva, a festa junina encanta pessoas de todas as i",2023-06-21 01:09 AM,bibliotecacatolica.com.br,Positive
... [...] A organização promete uma festa junina imperdível e encantadora para a cultura e a tradição da Chapada Diamantina [...] Jornal da Chapada Ver essa foto no Instagram Uma publicação compartilhada por Prefeitura de UTINGA (@prefutinga) Ver essa foto no ...,2023-06-21 01:08 AM,jornaldachapada.com.br,Positive
"Carolina Dieckmann e Sheron Menezzes se vestiram à caráter O elenco de \Vai na Fé\, da TV Globo, promoveu uma festa junina em um bar da Zona Oeste do Rio, na noite desta terça-feira.",2023-06-21 01:08 AM,meiahora.com.br,Neutral
"O É do Pará deste sábado (17) entrou no clima junino e fez um especial mostrando a diversidade da cultura das quadrilhas no mês de junho. Grupos de quadrilha que se reúnem no bairro, na rua, na famíli",2023-06-21 01:06 AM,redeglobo.globo.com,Neutral
"Evento conta com gincanas, menu de comidas típicas e clássicos da culinária lusitana Conhecida como a Festa dos Santos Populares, em Portugal, a tradicional festa junina da Quinta do […]",2023-06-21 01:05 AM,qtemprahj.com.br,Neutral
"... [...] Além disso, nos próximos dias, Amargosa realizará a festa junina mais renomada da Bahia, atraindo milhares de visitantes e oferecendo muita diversão e cultura [...] E se você não conhece Amargosa, não perca essa oportunidade de visitar essa cidade ...",2023-06-21 01:05 AM,outroolharinfo.com,Positive
"Olá galerinha! Somos do canal Davi & Samuel Max Kids, tudo bem com vocês? Espero que vocês estejam gostando dos ...",2023-06-21 01:00 AM,youtube.com,Positive
